COD_UNIC,EAN,Name,Brand,Price,Stock,ProductURL,ImageURL,LastSeen,MissingCount
332174,5903396285332,"Husa pentru Honor X8b, OEM, Ultra Slim, 0.5mm, Transparenta ",OEM,3.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-honor-x8b-oem-ultra-slim-0-5mm-transparenta,https://img.gsmnet.ro/600x600/products/194299/husa-pentru-honor-x8b-1-1716303331.jpg,2026-07-17 02:41:26,9
332382,5902280634768,"Folie de protectie Ecran OEM pentru Apple iPhone 12 Pro Max, Sticla Securizata, Full Glue, 21D, Neagra ",OEM,7.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-pentru-apple-iphone-12-pro-max-sticla-securizata-full-glue-21d-neagra,https://img.gsmnet.ro/600x600/products/194507/folie-de-protectie-ecran-1-1717402916.jpg,2026-07-17 02:41:26,9
332971,5903396294532,"Folie de protectie Ecran Privacy OG Premium pentru Apple iPhone 11 / XR, Sticla Securizata, Full Glue ",OG,7.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-privacy-og-premium-pentru-apple-iphone-11-xr-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/195096/folie-de-protectie-ecran-1-1720618288.jpg,2026-07-17 02:41:26,9
333144,5904643049981,"Husa pentru Oppo Reno11 F, OEM, Smart Magnet, Bleumarin ",OEM,6.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-oppo-reno11-f-oem-smart-magnet-bleumarin,https://img.gsmnet.ro/600x600/products/195269/husa-pentru-oppo-reno11-1-1721224307.jpg,2026-07-17 02:41:26,9
333155,5903396298615,"Husa pentru Samsung Galaxy Z Fold6 F956, OEM, Focus, Aurie ",OEM,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-z-fold6-f956-oem-focus-aurie,https://img.gsmnet.ro/600x600/products/195280/husa-pentru-samsung-galaxy-4-1721400363.jpg,2026-07-17 02:41:26,9
333386,6932172602628,"Hub USB-C Baseus Metal Gleam, 3 x USB-A - 1 x USB-C - 1 x HDMI, Gri WKWG020013",Baseus,129.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-hub-uri/hub-usb-c-baseus-metal-gleam-3-x-usb-a-1-x-usb-c-1-x-hdmi-gri-wkwg020013,https://img.gsmnet.ro/600x600/products/195511/hub-usb-c-baseus-metal-2-1722323821.jpg,2026-07-18 02:32:25,5
333786,6941812777558,"Handsfree Bluetooth Xiaomi Redmi Buds 6 Active, TWS, Albastru BHR8394GL",Xiaomi,89.99,0,https://www.gsmnet.ro/wearables-audio-inclusiv-tws/handsfree-bluetooth-xiaomi-redmi-buds-6-active-tws-albastru-bhr8394gl,https://img.gsmnet.ro/600x600/products/195911/handsfree-bluetooth-xiaomi-redmi-1-1724311981.jpg,2026-07-17 02:41:26,9
334685,6934913004050,"Husa MagSafe pentru Apple iPhone 16, DUX DUCIS, Clin, Transparenta ",DUX DUCIS,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-magsafe-pentru-apple-iphone-16-dux-ducis-clin-transparenta,https://img.gsmnet.ro/600x600/products/196810/husa-magsafe-pentru-apple-1-1730889753.jpg,2026-07-17 02:41:26,9
335737,6932172634643,"Boxa Bluetooth Baseus AeQur V2, Alba A20050500211-00",Baseus,99.99,0,https://www.gsmnet.ro/gadgeturi-boxe-bluetooth/boxa-bluetooth-baseus-aequr-v2-alba-a20050500211-00,https://img.gsmnet.ro/600x600/products/197862/boxa-portabila-bluetooth-baseus-7-1730454771.jpg,2026-07-17 02:41:26,9
337751,6920680854356,"Smartwatch XO Design J6, Negru ",XO Design,118.99,0,https://www.gsmnet.ro/wearables-smartwatch/smartwatch-xo-design-j6-negru,https://img.gsmnet.ro/600x600/products/199877/smartwatch-xo-design-j6-2-1737375309.jpg,2026-07-18 02:32:25,5
338162,5903396280740,"Husa pentru Xiaomi Redmi Note 13 Pro+, OEM, Milano, Albastra ",OEM,9.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-xiaomi-redmi-note-13-pro-plus-oem-milano-albastra,https://img.gsmnet.ro/600x600/products/200309/husa-pentru-xiaomi-redmi-1-1738062053.jpg,2026-07-18 02:32:25,5
338327,5903396254680,"Folie de protectie Ecran OEM Automatic Alignment pentru Apple iPhone 14 Plus / 13 Pro Max, Sticla Securizata, Full Glue, 5D, Neagra",OEM,9.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-automatic-alignment-pentru-apple-iphone-14-plus-13-pro-max-sticla-securizata-full-glue-5d-neagra,https://img.gsmnet.ro/600x600/products/200477/folie-de-protectie-ecran-1-1739189348.jpg,2026-07-18 02:32:25,5
338481,5907769364297,"Folie de protectie Ecran Privacy WZK AntiSpy pentru Apple iPhone 16 Pro Max, Sticla Securizata, Full Glue ",WZK,16.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-privacy-wzk-antispy-pentru-apple-iphone-16-pro-max-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/200631/folie-de-protectie-ecran-1-1739188907.jpg,2026-07-17 02:41:26,9
338672,6933654813075,"Geanta BWOO BO-CB63 pentru Laptop 14inch, Turcoaz ",BWOO,33.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-protectie-organizare/geanta-bwoo-bo-cb63-pentru-laptop-14inch-turcoaz,https://img.gsmnet.ro/600x600/products/200823/geanta-bwoo-bo-cb63-pentru-1-1739203394.jpg,2026-07-18 02:32:25,5
338809,5906302361144,"Husa pentru Motorola Moto E15 / G05, Tech-Protect, Wallet, Neagra ",Tech-Protect,27.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-motorola-moto-e15-g05-tech-protect-wallet-neagra,https://img.gsmnet.ro/600x600/products/200963/husa-pentru-motorola-moto-1-1739453588.jpg,2026-07-17 02:41:26,9
338883,6934915204014,Hardwire OBD DDPAI DC001 pentru Camera E3 / Mini5 / N1 Dual / N3 / N3 Pro / N5 Dual / Z40 / Z50,DDPAI ,79.99,0,https://www.gsmnet.ro/gadgeturi-accesorii-auto/hardwire-obd-ddpai-dc001-pentru-camera-e3-mini5-n1-dual-n3-n3-pro-n5-dual-z40-z50,https://img.gsmnet.ro/600x600/products/201037/hardwire-obd-ddpai-pentru-4-1740385492.jpg,2026-07-18 02:32:25,5
338984,5903396352409,"Folie de protectie Ecran Privacy OG Shuijia pentru Apple iPhone 15 Pro, Sticla Securizata, Full Glue ",OG,16.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-privacy-og-shuijia-pentru-apple-iphone-15-pro-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/201138/folie-de-protectie-ecran-1-1760356835.jpg,2026-07-17 02:41:26,9
338986,2950636520237,"Folie de protectie Ecran Privacy Blue Light OG Shuijia pentru Apple iPhone 16 Pro Max, Sticla Securizata, Full Glue ",OG,16.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-privacy-blue-light-og-shuijia-pentru-apple-iphone-16-pro-max-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/201140/folie-de-protectie-ecran-3-1740476680.jpg,2026-07-17 02:41:26,9
339272,5906961937285,"Husa pentru Samsung Galaxy A36 A366, OEM, Silicone, Rosie ",OEM,6.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-a36-a366-oem-silicone-rosie,https://img.gsmnet.ro/600x600/products/201426/husa-pentru-samsung-galaxy-1-1740584347.jpg,2026-07-17 02:41:26,9
339382,5906961945716,"Husa MagSafe pentru Apple iPhone 16 Pro Max, OEM, Anti Shock 2, Transparenta ",OEM,7.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-magsafe-pentru-apple-iphone-16-pro-max-oem-anti-shock-2-transparenta,https://img.gsmnet.ro/600x600/products/201536/husa-magsafe-pentru-apple-1-1740664643.jpg,2026-07-17 02:41:26,9
340190,6976625334131,"Incarcator Retea Dudao A27, 25W, 3A, 1 x USB-C, Negru ",Dudao,22.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-incarcatoare/incarcator-retea-dudao-a27-25w-3a-1-x-usb-c-negru,https://img.gsmnet.ro/600x600/products/202299/incarcator-retea-dudao-a27-1-1743174042.jpg,2026-07-17 02:41:26,9
340204,5900495101389,"Cablu Date si Incarcare USB-C - USB-C Setty, 60W, 1m, Alb ",Setty,8.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-c-usb-c-setty-60w-1m-alb,https://img.gsmnet.ro/600x600/products/202313/cablu-date-incarcare-1-1743429624.png,2026-07-17 02:41:26,9
340223,6942227138156,"Hub USB-C Orico PW4U-C3, 4 x USB-A 3.0, Negru",Orico,29.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-hub-uri/hub-usb-c-orico-pw4u-c3-4-x-usb-a-3-0-negru,https://img.gsmnet.ro/600x600/products/202332/hub-usb-c-orico-pw4u-c3-1-1743412488.jpg,2026-07-17 02:41:26,9
340225,6942227138316,"Hub USB-C Orico PAPW2AC-C3, 2 x USB-A 3.0 - 2 x USB-C, Negru",Orico,61.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-hub-uri/hub-usb-c-orico-papw2ac-c3-2-x-usb-a-3-0-2-x-usb-c-negru,https://img.gsmnet.ro/600x600/products/202334/hub-usb-c-orico-papw2ac-c3-3-1743412121.jpg,2026-07-17 02:41:26,9
340226,6942227138293,"Hub USB / USB-C Orico YSA8-U3, 1 x USB-A 3.0 - 3 x USB-A - 1 x USB-C - 1 x Jack 3.5mm - 1 x SD - 1 x microSD, Negru",Orico,38.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-hub-uri/hub-usb-usb-c-orico-ysa8-u3-1-x-usb-a-3-0-3-x-usb-a-1-x-usb-c-1-x-jack-3-5mm-1-x-sd-1-x-microsd-negru,https://img.gsmnet.ro/600x600/products/202335/hub-usb-a-usb-c-2-1743411384.jpg,2026-07-17 02:41:26,9
340229,6942227138255,"Hub USB / USB-C Orico YSA2-U3, 1 x USB-A 3.0 - 6 x USB-A, Gri",Orico,32.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-hub-uri/hub-usb-usb-c-orico-ysa2-u3-1-x-usb-a-3-0-6-x-usb-a-gri,https://img.gsmnet.ro/600x600/products/202338/hub-usb-a-usb-c-2-1743411110.jpg,2026-07-17 02:41:26,9
340322,5904643057740,"Folie de protectie Ecran Privacy Bear pentru Apple iPhone 16 Pro, Sticla Securizata, Full Glue ",Bear,19.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-privacy-bear-pentru-apple-iphone-16-pro-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/202430/folie-de-protectie-ecran-2-1743504866.jpg,2026-07-17 02:41:26,9
340697,5906961993335,"Folie de protectie Ecran OEM pentru Apple iPhone 16 Pro, Sticla Securizata, Full Glue, Set 10 bucati, 9D, Neagra ",OEM,22.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-pentru-apple-iphone-16-pro-sticla-securizata-full-glue-set-10-bucati-9d-neagra,https://img.gsmnet.ro/600x600/products/202805/folie-de-protectie-ecran-2-1744722680.jpg,2026-07-17 02:41:26,9
341070,5906302363155,"Folie de protectie Ecran Tech-Protect Quick Set+ pentru Apple iPhone 16 Pro, Sticla Securizata, Full Glue, Set 2 bucati, Neagra ",Tech-Protect,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-tech-protect-quick-set-plus-pentru-apple-iphone-16-pro-sticla-securizata-full-glue-set-2-bucati-neagra,https://img.gsmnet.ro/600x600/products/203178/folie-de-protectie-ecran-1-1746797859.jpg,2026-07-17 02:41:26,9
341855,4008496121694,"Baterie Externa Wireless Varta Mag Pro, 10000mAh, 20W, 1 x QI - 2 x USB-C, Alba ",Varta,159.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-baterii-externe/baterie-externa-wireless-varta-mag-pro-10000mah-20w-1-x-qi-2-x-usb-c-alba,https://img.gsmnet.ro/600x600/products/203963/baterie-externa-wireless-varta-5-1749035098.jpg,2026-07-18 02:32:25,5
342013,6932172659509,"Baterie Externa Baseus Compact, 5000mAh, 20W, PD, 2 x USB-C, Neagra P10068306113-00",Baseus,99.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-baterii-externe/baterie-externa-baseus-compact-5000mah-20w-pd-2-x-usb-c-neagra-p10068306113-00,https://img.gsmnet.ro/600x600/products/204121/baterie-externa-baseus-compact-1-1750065961.jpg,2026-07-17 02:41:26,9
353893,660982728622,"Adeziv Acumulator Motorola Moto G24 Power / G24, Service Pack S948E12737 ",Motorola,1.99,0,https://www.gsmnet.ro/piese-componente-suruburi-adezivi/adeziv-acumulator-motorola-moto-g24-power-g24-service-pack-s948e12737,https://img.gsmnet.ro/600x600/products/216000/adeziv-acumulator-motorola-moto-1-1755856425.jpg,2026-07-18 02:32:25,5
353924,660982729827,"Adeziv Acumulator Motorola Moto G32, Tip 1, Service Pack 5D78C21139 ",Motorola,1.99,0,https://www.gsmnet.ro/piese-componente-suruburi-adezivi/adeziv-acumulator-motorola-moto-g32-tip-1-service-pack-5d78c21139,https://img.gsmnet.ro/600x600/products/216031/adeziv-acumulator-motorola-moto-1-1755873708.jpg,2026-07-18 02:32:25,5
358729,6933654807555,"Baterie Externa BWOO BO-P44, 20000mAh, 22.5W, QC + PD, 1 x USB-C - 2 x USB-A, Neagra ",BWOO,59.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-baterii-externe/baterie-externa-bwoo-bo-p44-20000mah-22-5w-qc-plus-pd-1-x-usb-c-2-x-usb-a-neagra,https://img.gsmnet.ro/600x600/products/220841/baterie-externa-bwoo-bo-p44-1-1756803046.jpg,2026-07-17 02:41:26,9
358839,5903396415852,"Folie de protectie Ecran OEM OG Premium pentru Apple iPhone 17 Pro, Sticla Securizata, Full Glue, Neagra ",OEM,9.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-og-premium-pentru-apple-iphone-17-pro-sticla-securizata-full-glue-neagra,https://img.gsmnet.ro/600x600/products/220951/folie-de-protectie-ecran-5-1757070412.jpg,2026-07-17 02:41:26,9
358840,5903396415883,"Folie de protectie Ecran OEM OG Premium pentru Apple iPhone 17 Pro Max, Sticla Securizata, Full Glue, Neagra ",OEM,9.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-og-premium-pentru-apple-iphone-17-pro-max-sticla-securizata-full-glue-neagra,https://img.gsmnet.ro/600x600/products/220952/folie-de-protectie-ecran-1-1757070605.jpg,2026-07-17 02:41:26,9
361170,6941237127082,"Incarcator Retea Wireless Joyroom JR-W17 3in1, 15W, 1.67A, Negru ",Joyroom,119.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-incarcatoare/incarcator-retea-wireless-joyroom-jr-w17-3in1-15w-1-67a-negru,https://img.gsmnet.ro/600x600/products/223282/incarcator-retea-wireless-joyroom-1-1759222369.jpg,2026-07-18 02:32:25,5
361634,6920680808359,"Incarcator Retea Cu Cablu Lightning XO Design CE02D, 18W, 3A, 1 x USB-A, Alb ",XO Design,19.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-incarcatoare/incarcator-retea-cu-cablu-lightning-xo-design-ce02d-18w-3a-1-x-usb-a-alb,https://img.gsmnet.ro/600x600/products/223746/incarcator-retea-cu-cablu-1-1760092318.jpg,2026-07-17 02:41:26,9
361636,6920680856145,"Incarcator Retea Cu Cablu USB-C XO Design CE25, 25W, 3A, 1 x USB-C, Alb ",XO Design,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-incarcatoare/incarcator-retea-cu-cablu-usb-c-xo-design-ce25-25w-3a-1-x-usb-c-alb,https://img.gsmnet.ro/600x600/products/223748/incarcator-retea-cu-cablu-1-1760092413.jpg,2026-07-17 02:41:26,9
364044,3666339170820,"Husa pentru Apple iPhone 15 Plus, BMW, Natural Hot Stamp, Neagra",BMW,59.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-15-plus-bmw-natural-hot-stamp-neagra,https://img.gsmnet.ro/600x600/products/226156/husa-pentru-apple-iphone-15-plus-bmw-natural-hot-stamp-neagra-1759776486227.jpg,2026-07-17 02:41:26,9
364045,3666339232665,"Husa pentru Apple iPhone 15 Plus, BMW, Signature Wordmark Cord, Neagra",BMW,74.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-15-plus-bmw-signature-wordmark-cord-neagra,https://img.gsmnet.ro/600x600/products/226157/husa-pentru-apple-iphone-15-plus-bmw-signature-wordmark-cord-neagra-1759776489767.jpg,2026-07-17 02:41:26,9
364046,3666339143350,"Husa pentru Apple iPhone 15 Plus, BMW, Stamp Tricolor, Neagra",BMW,45.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-15-plus-bmw-stamp-tricolor-neagra,https://img.gsmnet.ro/600x600/products/226158/husa-pentru-apple-iphone-15-plus-bmw-stamp-tricolor-neagra-17597764935.jpg,2026-07-17 02:41:26,9
365847,5904643068753,"Folie de protectie Ecran Bear HD pentru Xiaomi Redmi 15C 4G, Sticla Securizata, Full Glue, Neagra ",Bear,12.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-bear-hd-pentru-xiaomi-redmi-15c-4g-sticla-securizata-full-glue-neagra,https://img.gsmnet.ro/600x600/products/227959/folie-de-protectie-ecran-1-1760094747.jpg,2026-07-17 02:41:26,9
365997,4711085931481,"Memorie RAM Adata Premier, DDR4 SODIMM, 16GB, 3200Mhz AD4S320016G22-SGN ",Adata,485.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-memorii-ram/memorie-ram-adata-premier-ddr4-sodimm-16gb-3200mhz-ad4s320016g22-sgn,https://img.gsmnet.ro/600x600/products/228109/memorie-ram-adata-premier-1-1760621467.jpg,2026-07-17 02:41:26,9
366069,6970453559872,"Baterie Externa Veger C11C, 10000mAh, 22.5W, QC + PD, 1 x Lightning - 1 x USB-A - 2 x USB-C, Alba",Veger,69.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-baterii-externe/baterie-externa-veger-c11c-10000mah-22-5w-qc-plus-pd-1-x-lightning-1-x-usb-a-2-x-usb-c-alba,https://img.gsmnet.ro/600x600/products/228181/baterie-externa-veger-c11c-1-1760953473.jpg,2026-07-17 02:41:26,9
368408,6942007641326,"Handsfree Bluetooth HOCO EQ20, TWS, ANC, MultiPoint, Alb ",HOCO,64.99,0,https://www.gsmnet.ro/wearables-audio-inclusiv-tws/handsfree-bluetooth-hoco-eq20-tws-anc-multipoint-alb,https://img.gsmnet.ro/600x600/products/230528/handsfree-bluetooth-hoco-eq20-1-1761829666.png,2026-07-17 02:41:26,9
368409,6942007645034,"Handsfree Bluetooth HOCO EW203, TWS, Alb ",HOCO,56.99,0,https://www.gsmnet.ro/wearables-audio-inclusiv-tws/handsfree-bluetooth-hoco-ew203-tws-alb,https://img.gsmnet.ro/600x600/products/230529/handsfree-bluetooth-hoco-ew203-1-1761731728.png,2026-07-17 02:41:26,9
368867,6942007637589,"Suport Auto Magnetic HOCO H58, 4.5inch - 7inch, Negru ",HOCO,25.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-suporturi-telefoane/suport-auto-magnetic-hoco-h58-4-5inch-7inch-negru,https://img.gsmnet.ro/600x600/products/230987/suport-auto-magnetic-hoco-1-1761921260.jpg,2026-07-17 02:41:26,9
368878,6942007620505,"Cititor Card USB 3.0 HOCO HB45, SD - microSD, Gri ",HOCO,18.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-accesorii-usb/cititor-card-usb-3-0-hoco-hb45-sd-microsd-gri,https://img.gsmnet.ro/600x600/products/230998/cititor-card-usb-3-0-1-1761906313.png,2026-07-17 02:41:26,9
369077,6942007647977,"Router Wireless HOCO HI40, LTE(4G), Alb ",HOCO,65.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-retea/router-wireless-hoco-hi40-lte-4g-alb,https://img.gsmnet.ro/600x600/products/231195/router-wireless-hoco-hi40-1-1761921657.png,2026-07-17 02:41:26,9
369874,6920680856947,"Cablu Video XO Design GB017B, HDMI - HDMI, 4K, 5m, Negru ",XO Design,19.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-accesorii-audio-video/cablu-video-xo-design-gb017b-hdmi-hdmi-4k-5m-negru,https://img.gsmnet.ro/600x600/products/231898/cablu-video-xo-design-1-1762867802.png,2026-07-17 02:41:26,9
369877,6920680859085,"Boxa Portabila Bluetooth XO Design F56, 5W, Neagra ",XO Design,39.99,0,https://www.gsmnet.ro/gadgeturi-boxe-bluetooth/boxa-portabila-bluetooth-xo-design-f56-5w-neagra,https://img.gsmnet.ro/600x600/products/231901/boxa-portabila-bluetooth-xo-1-1762866465.jpeg,2026-07-17 02:41:26,9
